Date,City,ExpenseType,Amount,
11/25/2014,Delhi,India,Fuel,178922
10/31/2014,Bengaluru,India,Fuel,26449
3/20/2014,Ahmedabad,India,Grocery,187484
12/18/2013,Delhi,India,Grocery,262261
2/23/2015,Bengaluru,India,Fuel,173079
3/20/2014,Delhi,India,Bills,66615
1/25/2015,Delhi,India,Food,264442
11/22/2014,Greater Mumbai,India,Entertainment,79441
12/18/2013,Greater Mumbai,India,Bills,171174
7/14/2014,Greater Mumbai,India,Bills,80869
10/14/2013,Delhi,India,Entertainment,184533
1/11/2014,Ahmedabad,India,Grocery,216441
6/20/2014,Ahmedabad,India,Food,10052
9/19/2014,Bengaluru,India,Fuel,237560
1/12/2015,Ahmedabad,India,Fuel,71160
4/23/2015,Greater Mumbai,India,Food,72682
8/31/2014,Delhi,India,Fuel,14092
7/16/2014,Delhi,India,Entertainment,10545
4/26/2014,Greater Mumbai,India,Food,164032
10/22/2013,Greater Mumbai,India,Grocery,218315
3/22/2014,Ahmedabad,India,Bills,32586
5/19/2014,Greater Mumbai,India,Bills,95295
5/17/2014,Ahmedabad,India,Bills,182407
12/16/2013,Bengaluru,India,Food,225662
3/27/2014,Delhi,India,Fuel,245991
5/25/2015,Delhi,India,Fuel,78973
6/11/2014,Greater Mumbai,India,Fuel,35692
4/27/2015,Bengaluru,India,Fuel,137339
1/17/2014,Ahmedabad,India,Grocery,74923
11/29/2014,Bengaluru,India,Grocery,254342
2/16/2015,Greater Mumbai,India,Food,109836
8/31/2014,Greater Mumbai,India,Grocery,18188
12/15/2013,Greater Mumbai,India,Bills,239819
11/10/2014,Bengaluru,India,Fuel,218805
5/11/2014,Ahmedabad,India,Bills,45947
2/19/2014,Ahmedabad,India,Bills,77248
11/30/2014,Delhi,India,Entertainment,24410
8/24/2014,Greater Mumbai,India,Entertainment,189510
10/30/2013,Bengaluru,India,Entertainment,226595
12/30/2013,Greater Mumbai,India,Grocery,15100
12/26/2013,Bengaluru,India,Entertainment,79665
4/23/2014,Delhi,India,Grocery,66612
8/18/2014,Ahmedabad,India,Bills,274636
4/13/2015,Bengaluru,India,Entertainment,117763
1/19/2014,Delhi,India,Food,225073
8/19/2014,Bengaluru,India,Food,31380
8/14/2014,Greater Mumbai,India,Bills,234225
2/20/2015,Greater Mumbai,India,Grocery,127139
11/14/2013,Ahmedabad,India,Food,170980
8/27/2014,Delhi,India,Fuel,182768
1/16/2015,Delhi,India,Food,159434
1/24/2014,Greater Mumbai,India,Fuel,202892
2/26/2014,Greater Mumbai,India,Entertainment,154492
3/24/2014,Greater Mumbai,India,Entertainment,104714
5/17/2014,Delhi,India,Entertainment,188146
3/13/2015,Bengaluru,India,Grocery,138179
11/13/2014,Delhi,India,Entertainment,60871
12/22/2013,Bengaluru,India,Food,248253
1/27/2015,Ahmedabad,India,Grocery,237342
9/15/2014,Bengaluru,India,Grocery,7112
1/31/2014,Greater Mumbai,India,Fuel,156575
4/29/2015,Bengaluru,India,Entertainment,121801
11/10/2013,Bengaluru,India,Entertainment,116662
3/21/2014,Ahmedabad,India,Food,195072
12/28/2014,Delhi,India,Bills,223356
7/29/2014,Greater Mumbai,India,Bills,89169
10/11/2014,Ahmedabad,India,Bills,118329
8/15/2014,Bengaluru,India,Fuel,219889
5/25/2015,Greater Mumbai,India,Fuel,176128
5/28/2014,Greater Mumbai,India,Food,229461
12/22/2013,Bengaluru,India,Entertainment,48682
11/27/2013,Ahmedabad,India,Food,186380
8/30/2014,Greater Mumbai,India,Food,272688
4/26/2014,Delhi,India,Food,56113
4/18/2014,Bengaluru,India,Bills,189610
10/20/2013,Ahmedabad,India,Food,185621
4/14/2014,Greater Mumbai,India,Grocery,227356
1/18/2014,Ahmedabad,India,Grocery,139332
7/18/2014,Bengaluru,India,Entertainment,251134
3/17/2014,Greater Mumbai,India,Grocery,162039
5/26/2014,Delhi,India,Fuel,276899
10/24/2014,Bengaluru,India,Bills,167244
5/12/2014,Bengaluru,India,Food,39000
4/13/2014,Delhi,India,Grocery,261895
7/15/2014,Delhi,India,Entertainment,250340
4/29/2015,Greater Mumbai,India,Grocery,213124
5/24/2014,Delhi,India,Grocery,45466
10/20/2014,Delhi,India,Food,299512
2/14/2015,Bengaluru,India,Grocery,61457
9/24/2014,Delhi,India,Grocery,170188
1/25/2015,Bengaluru,India,Entertainment,278470
3/14/2015,Ahmedabad,India,Bills,72205
4/27/2015,Delhi,India,Grocery,89320
5/23/2014,Greater Mumbai,India,Food,253186
7/15/2014,Greater Mumbai,India,Bills,260399
3/12/2015,Greater Mumbai,India,Food,137623
5/22/2014,Greater Mumbai,India,Food,267868
11/21/2014,Bengaluru,India,Grocery,297242
12/26/2014,Greater Mumbai,India,Fuel,54265
11/28/2014,Ahmedabad,India,Grocery,37845
3/18/2014,Delhi,India,Grocery,23855
12/26/2014,Ahmedabad,India,Grocery,94727
1/15/2015,Bengaluru,India,Fuel,265001
4/15/2015,Bengaluru,India,Food,153928
10/12/2013,Greater Mumbai,India,Bills,33156
11/18/2014,Bengaluru,India,Grocery,282857
3/23/2014,Bengaluru,India,Food,232704
11/22/2013,Delhi,India,Food,10447
1/16/2015,Greater Mumbai,India,Bills,117031
3/20/2014,Bengaluru,India,Grocery,146944
11/15/2013,Bengaluru,India,Bills,240107
11/17/2014,Bengaluru,India,Bills,213775
11/19/2013,Greater Mumbai,India,Grocery,8285
4/15/2015,Ahmedabad,India,Grocery,263945
11/16/2014,Ahmedabad,India,Food,120807
4/11/2014,Greater Mumbai,India,Fuel,233813
1/23/2015,Ahmedabad,India,Entertainment,177277
12/20/2013,Bengaluru,India,Grocery,241588
12/27/2014,Bengaluru,India,Grocery,87750
3/31/2015,Ahmedabad,India,Bills,69220
9/17/2014,Greater Mumbai,India,Grocery,43894
12/26/2014,Delhi,India,Bills,161107
4/12/2015,Ahmedabad,India,Entertainment,4377
9/20/2014,Bengaluru,India,Food,26629
8/21/2014,Bengaluru,India,Entertainment,101201
2/13/2015,Ahmedabad,India,Grocery,183821
11/21/2013,Bengaluru,India,Food,89508
5/26/2015,Delhi,India,Entertainment,41161
12/16/2014,Greater Mumbai,India,Entertainment,287647
8/12/2014,Bengaluru,India,Bills,94917
3/30/2014,Bengaluru,India,Grocery,162928
3/26/2014,Bengaluru,India,Grocery,210802
10/30/2014,Greater Mumbai,India,Bills,85227
3/23/2015,Ahmedabad,India,Grocery,209510
7/13/2014,Ahmedabad,India,Grocery,155283
8/17/2014,Greater Mumbai,India,Food,177031
9/10/2014,Ahmedabad,India,Food,58509
4/16/2015,Greater Mumbai,India,Entertainment,71041
5/25/2015,Bengaluru,India,Grocery,103964
2/25/2014,Greater Mumbai,India,Grocery,209052
10/13/2013,Delhi,India,Entertainment,21500
11/20/2014,Bengaluru,India,Bills,299152
11/15/2014,Ahmedabad,India,Bills,236081
9/30/2014,Delhi,India,Bills,238978
12/10/2013,Bengaluru,India,Bills,221728
4/10/2014,Delhi,India,Entertainment,275301
6/14/2014,Greater Mumbai,India,Entertainment,116716
7/25/2014,Ahmedabad,India,Fuel,256569
11/29/2014,Greater Mumbai,India,Entertainment,160297
3/23/2015,Greater Mumbai,India,Fuel,148675
7/25/2014,Bengaluru,India,Entertainment,188010
5/14/2014,Delhi,India,Fuel,173258
8/28/2014,Bengaluru,India,Grocery,219092
4/12/2015,Delhi,India,Food,51874
9/25/2014,Bengaluru,India,Fuel,248777
1/26/2014,Ahmedabad,India,Bills,37342
3/27/2015,Ahmedabad,India,Bills,199471
11/21/2014,Delhi,India,Entertainment,158851
1/12/2015,Bengaluru,India,Food,95113
3/12/2015,Bengaluru,India,Fuel,186377
10/31/2013,Ahmedabad,India,Fuel,2586
2/13/2014,Greater Mumbai,India,Fuel,47612
4/27/2014,Ahmedabad,India,Food,159557
2/13/2015,Greater Mumbai,India,Grocery,196838
4/17/2014,Bengaluru,India,Food,9651
4/18/2014,Bengaluru,India,Food,224200
11/10/2014,Ahmedabad,India,Entertainment,241399
9/22/2014,Bengaluru,India,Fuel,211929
12/12/2014,Delhi,India,Fuel,263752
3/12/2014,Bengaluru,India,Entertainment,125879
3/28/2015,Bengaluru,India,Grocery,21250
12/21/2013,Ahmedabad,India,Grocery,289538
5/16/2014,Greater Mumbai,India,Grocery,138359
7/18/2014,Ahmedabad,India,Bills,211017
7/19/2014,Ahmedabad,India,Fuel,57958
2/23/2014,Delhi,India,Fuel,91796
7/28/2014,Delhi,India,Entertainment,221178
3/11/2015,Greater Mumbai,India,Bills,195342
3/20/2015,Greater Mumbai,India,Fuel,51071
11/23/2013,Ahmedabad,India,Grocery,83761
3/10/2015,Delhi,India,Grocery,182684
12/30/2014,Ahmedabad,India,Fuel,150401
1/24/2014,Bengaluru,India,Grocery,10470
2/19/2014,Greater Mumbai,India,Bills,286970
7/19/2014,Greater Mumbai,India,Food,40105
2/20/2014,Ahmedabad,India,Food,175275
3/10/2015,Ahmedabad,India,Entertainment,129326
7/16/2014,Bengaluru,India,Food,162737
7/21/2014,Delhi,India,Entertainment,275605
10/20/2013,Bengaluru,India,Food,255722
4/24/2015,Greater Mumbai,India,Grocery,111014
6/23/2014,Ahmedabad,India,Food,43256
6/29/2014,Ahmedabad,India,Food,104494
5/24/2015,Ahmedabad,India,Grocery,208168
2/22/2015,Delhi,India,Food,37089
9/17/2014,Bengaluru,India,Grocery,248059
11/17/2013,Greater Mumbai,India,Grocery,63151
12/20/2013,Bengaluru,India,Entertainment,196758
3/18/2015,Ahmedabad,India,Fuel,94117
3/11/2014,Delhi,India,Bills,287684
1/26/2014,Greater Mumbai,India,Fuel,273263
11/28/2013,Delhi,India,Fuel,127825
3/30/2015,Delhi,India,Bills,234082
11/19/2014,Bengaluru,India,Food,27243
8/26/2014,Bengaluru,India,Food,248735
3/17/2015,Bengaluru,India,Fuel,252277
3/31/2015,Bengaluru,India,Bills,154151
10/12/2013,Greater Mumbai,India,Grocery,268559
8/28/2014,Bengaluru,India,Grocery,100643
6/29/2014,Greater Mumbai,India,Grocery,63044
1/11/2015,Bengaluru,India,Fuel,55060
10/18/2014,Bengaluru,India,Bills,154788
1/27/2015,Greater Mumbai,India,Entertainment,51542
9/18/2014,Ahmedabad,India,Bills,22802
3/24/2015,Greater Mumbai,India,Bills,202693
12/21/2014,Greater Mumbai,India,Bills,168446
8/23/2014,Ahmedabad,India,Bills,232336
12/11/2014,Bengaluru,India,Grocery,231830
12/29/2013,Bengaluru,India,Fuel,115644
9/17/2014,Delhi,India,Entertainment,14142
9/26/2014,Ahmedabad,India,Food,283606
5/20/2014,Ahmedabad,India,Food,75619
9/11/2014,Delhi,India,Fuel,129850
11/26/2013,Bengaluru,India,Fuel,102248
7/25/2014,Ahmedabad,India,Grocery,114600
1/18/2015,Bengaluru,India,Entertainment,92535
1/21/2014,Delhi,India,Fuel,113639
1/31/2014,Greater Mumbai,India,Grocery,225708
2/28/2014,Delhi,India,Entertainment,83984
1/26/2015,Bengaluru,India,Entertainment,202830
10/25/2014,Delhi,India,Entertainment,254330
12/26/2013,Delhi,India,Entertainment,118692
5/21/2015,Bengaluru,India,Entertainment,246364
2/20/2015,Greater Mumbai,India,Fuel,277947
4/12/2015,Greater Mumbai,India,Fuel,31524
4/14/2014,Bengaluru,India,Grocery,130814
4/30/2015,Bengaluru,India,Food,56639
5/11/2015,Delhi,India,Food,233318
12/23/2014,Ahmedabad,India,Fuel,64598
11/16/2014,Ahmedabad,India,Food,251506
3/10/2015,Bengaluru,India,Bills,149306
12/28/2013,Ahmedabad,India,Entertainment,40965
2/15/2015,Bengaluru,India,Food,43242
2/17/2015,Bengaluru,India,Food,182362
3/23/2015,Bengaluru,India,Food,236580
2/10/2015,Ahmedabad,India,Food,268750
1/10/2014,Bengaluru,India,Food,3421
4/12/2014,Bengaluru,India,Food,15318
3/12/2015,Ahmedabad,India,Food,64032
4/29/2015,Bengaluru,India,Food,3621
10/12/2014,Ahmedabad,India,Food,22872
8/23/2014,Delhi,India,Food,171206
4/30/2015,Ahmedabad,India,Food,9130
1/28/2015,Greater Mumbai,India,Food,40392
6/27/2014,Delhi,India,Food,91553
10/20/2013,Greater Mumbai,India,Food,252192
1/26/2015,Ahmedabad,India,Food,32558
6/20/2014,Greater Mumbai,India,Food,29524
5/26/2015,Ahmedabad,India,Food,204598
11/16/2014,Greater Mumbai,India,Food,48509
3/15/2014,Delhi,India,Food,229616
2/16/2015,Delhi,India,Food,106013
12/11/2014,Delhi,India,Food,286058
10/23/2014,Bengaluru,India,Food,125742
4/23/2014,Greater Mumbai,India,Food,220697
11/20/2013,Greater Mumbai,India,Food,175594
1/28/2014,Delhi,India,Food,55810
8/16/2014,Bengaluru,India,Food,206203
2/15/2014,Greater Mumbai,India,Food,7860
6/28/2014,Ahmedabad,India,Food,19231
7/25/2014,Delhi,India,Food,42009
11/15/2014,Greater Mumbai,India,Food,279971
8/15/2014,Ahmedabad,India,Food,285069
3/14/2015,Greater Mumbai,India,Food,139691
9/13/2014,Delhi,India,Food,292802
7/15/2014,Ahmedabad,India,Food,286253
5/10/2015,Delhi,India,Food,62580
3/21/2015,Delhi,India,Food,31209
2/15/2015,Bengaluru,India,Food,176319
11/15/2013,Greater Mumbai,India,Food,237899
10/17/2014,Greater Mumbai,India,Food,184863
10/30/2013,Greater Mumbai,India,Food,274080
2/10/2014,Bengaluru,India,Food,114172
3/27/2015,Bengaluru,India,Food,254719
11/29/2014,Delhi,India,Food,221174
1/27/2015,Ahmedabad,India,Food,88226
10/13/2014,Bengaluru,India,Food,116536
7/21/2014,Ahmedabad,India,Food,162099
8/26/2014,Ahmedabad,India,Food,23769
10/20/2014,Greater Mumbai,India,Food,291384
6/10/2014,Bengaluru,India,Food,167780
2/18/2015,Ahmedabad,India,Food,73935
4/23/2015,Delhi,India,Food,28127
2/22/2014,Greater Mumbai,India,Food,299699
6/27/2014,Delhi,India,Food,202490
12/27/2013,Delhi,India,Food,282542
6/18/2014,Bengaluru,India,Food,162527
2/28/2014,Delhi,India,Food,234921
6/29/2014,Greater Mumbai,India,Food,143923
2/13/2014,Ahmedabad,India,Food,37496
2/12/2014,Greater Mumbai,India,Food,233639
3/20/2015,Delhi,India,Food,1709
3/30/2014,Bengaluru,India,Food,116996
9/28/2014,Delhi,India,Food,280310
5/30/2014,Greater Mumbai,India,Food,202192
10/24/2014,Greater Mumbai,India,Food,107999
12/10/2013,Bengaluru,India,Food,187609
10/24/2014,Ahmedabad,India,Food,206434
1/12/2015,Bengaluru,India,Food,268746
3/18/2014,Delhi,India,Food,16659
7/25/2014,Ahmedabad,India,Food,214753
7/16/2014,Delhi,India,Food,183232
3/24/2015,Delhi,India,Food,34071
10/29/2014,Bengaluru,India,Food,157364
1/19/2014,Bengaluru,India,Food,4590
1/27/2015,Greater Mumbai,India,Food,39399
3/28/2014,Delhi,India,Food,65563
8/24/2014,Bengaluru,India,Food,124929
4/21/2015,Greater Mumbai,India,Food,120368
5/12/2015,Delhi,India,Food,17328
11/17/2014,Delhi,India,Food,160848
5/18/2014,Bengaluru,India,Food,203193
5/26/2014,Delhi,India,Food,285839
9/17/2014,Bengaluru,India,Food,167379
12/12/2013,Greater Mumbai,India,Food,198603
1/16/2015,Bengaluru,India,Food,233680
3/11/2014,Bengaluru,India,Food,263367
11/12/2013,Ahmedabad,India,Food,8498
3/11/2015,Ahmedabad,India,Food,163305
4/12/2014,Bengaluru,India,Food,216694
2/15/2014,Greater Mumbai,India,Food,84646
10/24/2013,Bengaluru,India,Food,107100
3/13/2015,Greater Mumbai,India,Food,175368
2/20/2015,Delhi,India,Food,141057
9/11/2014,Delhi,India,Food,230149
2/27/2015,Bengaluru,India,Food,285102
6/16/2014,Bengaluru,India,Food,25156
10/31/2014,Bengaluru,India,Food,108720
7/29/2014,Bengaluru,India,Food,211772
7/13/2014,Delhi,India,Food,22909
12/24/2014,Greater Mumbai,India,Food,10720
10/29/2014,Greater Mumbai,India,Food,197919
12/20/2014,Greater Mumbai,India,Food,106666
9/13/2014,Ahmedabad,India,Food,94924
12/27/2014,Delhi,India,Food,188366
10/18/2013,Bengaluru,India,Food,142140
10/29/2014,Greater Mumbai,India,Food,261122
3/29/2014,Bengaluru,India,Food,200847
6/20/2014,Ahmedabad,India,Food,54482
8/27/2014,Ahmedabad,India,Food,101429
8/21/2014,Delhi,India,Food,95456
12/19/2013,Bengaluru,India,Food,81511
5/21/2015,Ahmedabad,India,Food,97311
10/27/2014,Delhi,India,Food,277422
3/26/2015,Ahmedabad,India,Food,121871
6/14/2014,Delhi,India,Food,24245
2/19/2015,Greater Mumbai,India,Food,186838
2/24/2014,Delhi,India,Food,85288
12/12/2013,Delhi,India,Food,225076
10/25/2013,Bengaluru,India,Food,225578
3/24/2014,Bengaluru,India,Food,232430
2/18/2014,Delhi,India,Food,243863
2/26/2015,Greater Mumbai,India,Food,5706
12/11/2013,Ahmedabad,India,Food,137916
2/18/2014,Delhi,India,Food,257498
5/12/2014,Greater Mumbai,India,Food,292219
11/11/2014,Bengaluru,India,Food,210738
8/23/2014,Delhi,India,Food,63778
9/26/2014,Delhi,India,Food,29148
4/13/2014,Bengaluru,India,Food,77425
12/15/2014,Bengaluru,India,Food,196777
3/22/2014,Ahmedabad,India,Food,232618
11/26/2013,Greater Mumbai,India,Food,6645
5/11/2015,Greater Mumbai,India,Food,40135
9/23/2014,Ahmedabad,India,Food,99325
1/15/2014,Bengaluru,India,Food,210654
11/19/2014,Ahmedabad,India,Food,7528
6/29/2014,Ahmedabad,India,Food,5100
4/20/2015,Greater Mumbai,India,Food,126623
4/20/2014,Ahmedabad,India,Food,99355
10/23/2013,Bengaluru,India,Food,298243
3/10/2015,Delhi,India,Food,124069
1/21/2014,Delhi,India,Food,144126
5/25/2015,Greater Mumbai,India,Food,134904
12/23/2013,Greater Mumbai,India,Food,260246
5/23/2015,Bengaluru,India,Food,43454
7/22/2014,Greater Mumbai,India,Food,155937
1/18/2015,Delhi,India,Food,243051
4/17/2014,Ahmedabad,India,Food,217077
1/20/2014,Ahmedabad,India,Food,194872
4/22/2014,Bengaluru,India,Food,282158
7/18/2014,Ahmedabad,India,Food,167731
2/27/2014,Greater Mumbai,India,Food,285278
8/16/2014,Greater Mumbai,India,Food,120872
11/19/2014,Delhi,India,Food,230248
5/30/2014,Bengaluru,India,Food,178023
12/25/2014,Delhi,India,Food,190596
11/12/2014,Greater Mumbai,India,Food,28393
11/30/2013,Delhi,India,Food,12912
5/22/2015,Greater Mumbai,India,Food,198735
10/16/2013,Greater Mumbai,India,Food,147588
2/15/2015,Delhi,India,Food,296617
4/19/2015,Delhi,India,Food,117543
4/15/2015,Delhi,India,Food,200079
8/11/2014,Delhi,India,Food,217111
1/14/2014,Delhi,India,Food,55986
10/29/2014,Greater Mumbai,India,Food,218728
1/26/2014,Bengaluru,India,Food,150126
9/22/2014,Bengaluru,India,Food,113220
4/21/2015,Ahmedabad,India,Food,181913
6/27/2014,Bengaluru,India,Food,191433
10/31/2013,Delhi,India,Food,61684
11/15/2014,Greater Mumbai,India,Food,160077
12/18/2014,Bengaluru,India,Food,17774
2/14/2015,Bengaluru,India,Food,138345
11/22/2013,Delhi,India,Food,129695
4/14/2015,Greater Mumbai,India,Food,275861
1/28/2015,Greater Mumbai,India,Food,129565
3/27/2015,Ahmedabad,India,Food,141292
5/26/2015,Bengaluru,India,Food,223595
8/14/2014,Bengaluru,India,Food,171954
2/19/2015,Ahmedabad,India,Food,112840
2/20/2015,Ahmedabad,India,Food,81284
8/28/2014,Delhi,India,Food,267378
4/11/2014,Greater Mumbai,India,Food,225187
11/19/2014,Delhi,India,Food,286760
10/30/2013,Ahmedabad,India,Food,156754
1/22/2015,Greater Mumbai,India,Food,291525
10/31/2013,Bengaluru,India,Food,157079
3/12/2015,Greater Mumbai,India,Food,221959
12/22/2013,Delhi,India,Food,44684
5/10/2014,Greater Mumbai,India,Food,291612
5/10/2014,Ahmedabad,India,Food,27562
2/20/2015,Delhi,India,Food,269997
12/30/2013,Greater Mumbai,India,Food,208894
2/13/2014,Delhi,India,Food,229833
4/16/2015,Delhi,India,Food,242728
5/13/2015,Ahmedabad,India,Food,116446
8/20/2014,Greater Mumbai,India,Food,45763
3/31/2014,Ahmedabad,India,Food,287078
10/22/2013,Greater Mumbai,India,Food,234204
1/28/2014,Bengaluru,India,Food,193947
1/15/2015,Greater Mumbai,India,Food,82828
12/21/2014,Ahmedabad,India,Food,35850
12/19/2013,Bengaluru,India,Food,179096
5/27/2014,Ahmedabad,India,Food,179401
7/12/2014,Greater Mumbai,India,Food,225027
1/24/2015,Bengaluru,India,Food,288201
11/11/2013,Ahmedabad,India,Food,53169
1/11/2015,Greater Mumbai,India,Food,124637
12/11/2013,Greater Mumbai,India,Food,14641
3/26/2014,Bengaluru,India,Food,235782
11/20/2013,Ahmedabad,India,Food,292270
1/17/2015,Ahmedabad,India,Food,236351
6/20/2014,Ahmedabad,India,Food,53360
11/12/2013,Delhi,India,Food,274032
2/20/2015,Delhi,India,Food,298953
1/26/2014,Delhi,India,Food,226180
11/28/2013,Delhi,India,Food,149045
12/17/2014,Delhi,India,Food,258878
1/31/2015,Ahmedabad,India,Food,76493
3/17/2014,Delhi,India,Food,222219
10/14/2013,Delhi,India,Food,237812
12/23/2013,Bengaluru,India,Food,44203
12/27/2014,Delhi,India,Food,232402
5/22/2014,Delhi,India,Food,82849
7/17/2014,Bengaluru,India,Food,160400
3/29/2015,Ahmedabad,India,Food,56294
5/18/2015,Delhi,India,Food,120532
6/29/2014,Delhi,India,Food,200031
10/15/2013,Ahmedabad,India,Food,53028
12/21/2014,Greater Mumbai,India,Food,131428
1/15/2014,Greater Mumbai,India,Food,240746
5/26/2014,Bengaluru,India,Food,3445
10/15/2013,Ahmedabad,India,Food,107217
2/15/2015,Bengaluru,India,Food,286893
12/27/2013,Greater Mumbai,India,Food,76763
11/15/2014,Greater Mumbai,India,Food,204583
11/15/2014,Greater Mumbai,India,Food,92565
10/13/2013,Delhi,India,Food,216522
5/29/2014,Delhi,India,Food,108852
10/19/2014,Ahmedabad,India,Food,31682
4/16/2015,Greater Mumbai,India,Food,84571
2/24/2015,Bengaluru,India,Food,86536
4/22/2015,Bengaluru,India,Food,203517
6/13/2014,Ahmedabad,India,Food,107962
5/25/2014,Greater Mumbai,India,Food,182306
10/12/2013,Ahmedabad,India,Food,123647
5/16/2015,Bengaluru,India,Food,241280
1/15/2014,Ahmedabad,India,Grocery,257180
9/23/2014,Ahmedabad,India,Entertainment,52337
5/21/2014,Bengaluru,India,Bills,180255
5/13/2015,Ahmedabad,India,Food,92602
3/11/2014,Delhi,India,Grocery,140717
2/26/2014,Ahmedabad,India,Grocery,244560
3/17/2015,Greater Mumbai,India,Fuel,56280
3/17/2015,Delhi,India,Grocery,243760
1/20/2015,Delhi,India,Grocery,195153
12/30/2014,Bengaluru,India,Fuel,76172
11/18/2013,Delhi,India,Fuel,248133
9/18/2014,Greater Mumbai,India,Fuel,297113
8/24/2014,Ahmedabad,India,Grocery,171827
6/16/2014,Ahmedabad,India,Entertainment,237922
4/14/2014,Ahmedabad,India,Bills,4607
10/25/2013,Delhi,India,Grocery,38793
10/30/2014,Ahmedabad,India,Grocery,263920
11/10/2014,Greater Mumbai,India,Bills,53692
8/11/2014,Delhi,India,Fuel,74223
10/14/2013,Ahmedabad,India,Grocery,254257
7/19/2014,Ahmedabad,India,Entertainment,4802
12/18/2013,Delhi,India,Grocery,108361
11/11/2014,Greater Mumbai,India,Entertainment,193648
10/24/2014,Delhi,India,Food,252615
5/27/2014,Delhi,India,Grocery,211586
11/12/2014,Greater Mumbai,India,Entertainment,95213
5/20/2015,Greater Mumbai,India,Grocery,219695
6/16/2014,Greater Mumbai,India,Grocery,242551
5/13/2015,Delhi,India,Grocery,183035
11/29/2013,Delhi,India,Food,295910
5/13/2015,Greater Mumbai,India,Bills,185838
1/11/2015,Greater Mumbai,India,Fuel,5904
11/27/2013,Greater Mumbai,India,Food,28977
4/20/2014,Ahmedabad,India,Grocery,12418
3/30/2015,Bengaluru,India,Bills,129648
5/22/2015,Delhi,India,Entertainment,298651
1/26/2014,Ahmedabad,India,Grocery,115901
4/15/2015,Delhi,India,Grocery,173434
10/13/2013,Ahmedabad,India,Bills,238211
12/23/2013,Delhi,India,Bills,85606
10/24/2014,Ahmedabad,India,Entertainment,31959
12/25/2014,Ahmedabad,India,Entertainment,38358
2/21/2015,Greater Mumbai,India,Fuel,161706
11/26/2014,Ahmedabad,India,Bills,158466
